Address,Room,Bath,Property_type,Bedrooms_available,Available_from,Available_for,Sharing_with,Owner_occupied,Preferences,Date_entered/renewed,Property_views,Latitude,Longitude,Pre_processed_desc,Desc_length,Price_per_month,County,adjective_counts
"Marrowbone Lane, Dublin 8",Double Room,Shared Bathroom,Apartment,1,Immediately,4 Months,1,No,Female,14/04/2023,483,53.3412473,-6.2818916,spacious double room brand new mattress available mature female apartment come secure parking apartment locate 3 min walk distance lidl cork street 5 min walk distance dublin bus stop 2777a15156a 10 min walk dublin bus 122 68 10 min walk distance tesco 10 min walk distance rialto luas stop share one female tenant friendly respectful drop I much information reference require deposit 1100 euro rent 1100 euro bill extra,571,,Dublin 8,10
"Stocking Avenue, Rathfarnham, Dublin 16",Double Room,Shared Bathroom,House,1,Immediately,1 Year,4,No,Male / Female / +1 Person,14/04/2023,502,,,greendoor property management delighted bring market selection room rate house rathfarnham property really stunning unique rate home hard question know stunning bedroom pick bedroom beautifully decorate fully furnish lot window allow abundance natural light layout contain space work home setup white pine locate five minute m50 local shop bus route right outside development property locate foothill dublin mountain offer stunning view walk hike bike route please provide brief description summary interest hobby look forward hear,838,,Dublin 16,11
"Togher Road, Dunleer, Co. Louth",Double Room,Shared Bathroom,House,1,"Jun 1st, 2023",6 Months,2,Yes,Male / Female,06/04/2023,87,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 33905,549,480,Louth,8
"Orchard way, Dublin 13, Clarehall, Dublin 13",Single Room,Shared Bathroom,Apartment,1,"Apr 16th, 2023",1 Year,2,No,Female,13/04/2023,"1,537",,,spacious bedroom room not share share bathroom 3bhk house share house nice tidy family unfortunately pet smoking not allow rent 675 euro p utility bill deposit 675 euro accommodation comprise lovely living dining room glass door balcony open plan well appoint kitchen location orchard way simply superb close number bus transport link malahide blanchardstown city centre bus service 154243 27a city centre dart station howth junction 20 minute walk away m50 2 minute drive away airport beaumont hospital 12 minute drive area well serviced sport facility include local gaa club shop restaurant include shopping centre clarehall close lidl tesco mcdonalds odeon woodie burger king walk distance reference require deposit secure room negotiable clean tidy applicant need apply,1107,675,Dublin 13,14
"32 Belarmine Place, Dublin 18, Sandyford, Dublin 18",Single Room,Shared Bathroom,Apartment,1,"Apr 30th, 2023",1 Year,1,Yes,Female,13/04/2023,908,53.2581705,-6.2188385, sunday evening friday 5 day per week rental please not email not suit 700 euro per month utility bill not include please note indoor cat property also cat friendly people need apply please single room rent owner occupy apartment belarmine stepaside dublin 18 female applicant please modern bright 2 bedroome apartment front door share living kitchen area balcony owner ensuite bathroom main bathroom almost exclusively tenant use plenty communal parking available within close walking distance local shop shopping centre pub restaurant gym dry cleaner dentist hair salon pharmacy g p practice 5 minute walk luas green line glencairn stop 44 44b 47 114 bus route run entrance estate room ready sunday 30th april look someone quiet respectful clean owner full time worker live early morning early night routine bill divide accordingly reflect sunday friday agreement 1 month rent require deposit,1232,700,Dublin 18,19
"Rineen. Gort, Gort, Co. Galway",Double Room,Shared Bathroom,House,1,"Apr 21st, 2023",6 Months,1,Yes,Male / Female,12/04/2023,140,,,double room available quiet countryside location share dining living room area house equip oil central heating solid fuel stove gas cooker oven ultra fast broadband house central location major towns city vicinity gort 3 min drive 15 min walk via gort river walk ennis 20 min drive galway 30 min drive limerick 45 min drive please no time waster,431,420,Galway,6
"Apartment 35, The Benson Building, 1 Marine School, Grand Canal Dock, Dublin 2",Double Room,En-suite,Apartment,1,"May 1st, 2023",1 Year +,1,No,Male / Female,10/04/2023,965,,,the benson httpsthebenson ie new build grand canal dock minute walk big tech office like salesforce hubspot docusign etc near bus station grand canal quay beckett bridge within 10 minute walk distance dart 5 7 minute walk distance well share one individual work tech mid20 mostly work home like quiet home interest please send short description cheer,522,,Dublin 2,10
"11 Dun Carraig Ceibh, Carrick-on-Shannon, Co. Leitrim",Double Room,Shared Bathroom,House,1,Immediately,1 Year,2,Yes,Male / Female,06/04/2023,"1,088",,,lovely quiet estate reach leitrim village comfortable double room bill include,100,500,Leitrim,4
"52 Clonlara, Kerry Pike, Cork, Kerry Pike, Co. Cork",Double Room,Shared Bathroom,House,2,"Apr 20th, 2023",1 Year +,1,Yes,Male / Female,13/04/2023,524,,,new house near ballincollig car need make contact view no smoker car need,102,600,Kerry,2
"16 Curraghconway Court, Ballycurreen, Frankfield, Co. Cork",Double Room,En-suite,Apartment,3,Immediately,1 Year +,1,No,Male / Female,05/04/2023,"1,304",,,three double bedroomed duplex superb condition throughout large west face balcony living room automate gate entrance ample resident parking convenient location easy access douglas village cork airport city centre please contact via daft advert respond asap,322,650,Cork,6
"Castletown The Drive, Celbridge, Co. Kildare",Double Room,Shared Bathroom,House,1,Immediately,1 Year +,1,Yes,Male / Female,13/04/2023,"1,632",53.3454727,-6.5385725,sunday evening friday afternoon suitably someone travel home weekend spacious double room rent 600e per month bill include close local amenity bus stop shop gym etc five minute away maynooth intel hp 30 minute via c4 bus dublin city centre email thank,340,600,Kildare,3
"Beasley Street, Cork City, Co. Cork",Double Room,En-suite,Apartment,3,"Jun 1st, 2023",3 Months,1,No,Male / Female,12/04/2023,"9,135",,,available june 1st 2023 20th august 2023 please note accommodation available june1st 2023 10 clock morning august 20th 2023 apartment tastefully furnish wood floor tile kitchen equip lounge area comfortable apartment excellent city centre location south mall oliver plunkett street close amenity city,461,550,Cork,5
"21 Beechfield Meadows, Castaheany, Dublin 15, Clonsilla, Dublin 15",Double Room,Shared Bathroom,House,1,"May 1st, 2023",6 Months,1,Yes,Female,12/04/2023,488,,,available 1st may single room available owner occupy home 1 month rent plus 1 month deposit reference require no smoking no party bill include electricity gas bin broadband tv I also small dog,239,,Dublin 15,4
"Cappaneale Upper, Birr, Co. Offaly",Double Room,En-suite,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,300,53.1026442,-7.9141675,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 24098b,563,640,Offaly,8
"Poormansbridge, Abbeyleix, Co. Laois",Double Room,Shared Bathroom,House,1,"May 1st, 2023",6 Months,1,Yes,Female,07/04/2023,136,52.92147385,-7.387327010432296,double bedroom rent bungalow young professional work home 3 bedroom bungalow 1 bathroom private parking utility room conservatory gym garage rural location would need car get town drive distance local area abbeyleix 5 minute mountrath 12 minute portlaoise 15 minute kilkenny 37 minute carlow 36 minute would initially 6 month lease possibility extend go well,487,500,Laois,5
"Derravaragh Road, Terenure, Dublin 6",Double Room,Shared Bathroom,House,1,"Apr 17th, 2023",1 Year +,1,Yes,Female,13/04/2023,333,53.31554896666667,-6.2912397,spacious bright double bedroom shower unit lot storage house recently extend modern kitchen living room bill 100 euro monthly gas electricity wifi bin ideally suit girl twenty thirty property 20 min city bus route 15a 54a 9 town bus route 17 ucd deposit one month rent friendly relaxed house,388,750,Dublin 6,7
"Ballymun., Ballymun, Dublin 9",Single Room,Shared Bathroom,House,1,"May 5th, 2023",1 Year,1,No,Male,13/04/2023,"2,177",53.39127215,-6.260546685674818,available private bedroom house condition include unlimited high speed internet good nearby lidl centra many store gym swimming pool 10 min walking dcu tennis court library theatre many bus stop 4 13 17a 42d 155 220 220a 1 9 70d 104 226 n4 n6 night bus 5 10 min away good frequency direct city centre aprox 20 min room extra spacious bright bed table chair wardrobe shelf worktop etc house warm without mold high speed unlimited internet gas hitting fully furnished large kitchen refrigerator stove oven microwave washing machine drier machine etc important nice clean tidy non smoker reasonably friendly appreciate accommodation not make problem house viewing please send message description,954,790,Dublin 9,18
"Apartment 22, Kelly's Court, Kellys Row, Dublin 1, North Circular Road, Dublin 7",Shared Room,Shared Bathroom,Apartment,1,"Apr 14th, 2023",1 Year,1,No,Male / Female,11/04/2023,"1,135",,,share room room share 1 person flat spacious clean two bathroom balcony next dorset street ` 7 minute foot ` connell spire ` pretty much central though 4 people currently live flat 1 french girl 3 boy different nationality french lithuanian polish brazilian rent 380 euros deposit 380 euros internet 7 euro monthly electricity bill around 60 euro every 2 month share bed available 14th april candidate interview next follow day email ` interested come visit apartment,689,380,Dublin 7,12
